brand,year,age,engine_size,power,mileage,prev_owners,value
ford,2009,9,2200,147.0,116209.0,1,100.0
vw,2017,1,3600,257.0,571.0,0,20000.0
vw,2012,6,1500,112.0,31130.0,0,6900.0
ford,2010,8,2500,168.0,28994.0,0,3750.0
kia,2016,2,1200,87.0,2203.0,0,8800.0
ford,2008,10,2500,159.0,2410.0,0,3200.0
vw,2015,3,1200,104.0,1610.0,1,8850.0
kia,2008,10,1400,88.0,34316.0,5,850.0
ford,2017,1,1100,90.0,314.0,0,7550.0
bmw,2017,1,3000,241.0,317.0,0,23700.0
ford,2008,10,1600,104.0,14764.0,4,100.0
bmw,2015,3,3000,266.0,23763.0,0,22650.0
vw,2010,8,1700,124.0,106752.0,3,1500.0
vw,2017,1,1500,121.0,726.0,0,11400.0
ford,2010,8,2200,149.0,85082.0,2,100.0
vw,2009,9,1900,142.0,79924.0,1,4100.0
vw,2010,8,1500,105.0,275.0,1,5850.0
vw,2013,5,1900,136.0,9735.0,2,7950.0
ford,2014,4,2000,144.0,1513.0,1,6500.0
vw,2016,2,3600,258.0,2449.0,0,17600.0
vw,2010,8,1500,111.0,104321.0,1,3200.0
ford,2010,8,3000,190.0,87723.0,1,1400.0
bmw,2010,8,4500,333.0,88405.0,1,8700.0
ford,2011,7,3000,193.0,15657.0,1,5000.0
vw,2017,1,1500,123.0,3179.0,0,12600.0
vw,2012,6,1900,145.0,36428.0,0,9350.0
bmw,2008,10,2300,175.0,100170.0,1,3000.0
kia,2010,8,1400,91.0,41212.0,1,3750.0
kia,2009,9,1100,73.0,66656.0,1,1350.0
ford,2009,9,1100,83.0,19834.0,1,1350.0
vw,2009,9,1200,99.0,9777.0,2,3250.0
ford,2012,6,1100,80.0,81576.0,1,450.0
vw,2015,3,2300,174.0,12300.0,0,11500.0
bmw,2012,6,3500,269.0,4218.0,0,18500.0
vw,2010,8,1900,136.0,9351.0,2,4750.0
bmw,2009,9,4500,317.0,156445.0,3,100.0
kia,2012,6,1100,73.0,7495.0,2,3650.0
vw,2008,10,3600,237.0,16766.0,0,10100.0
ford,2009,9,2500,166.0,36943.0,2,1250.0
ford,2008,10,1400,91.0,2572.0,2,1050.0
vw,2011,7,1700,121.0,98720.0,2,3400.0
bmw,2017,1,2500,243.0,1403.0,1,27450.0
vw,2011,7,3600,248.0,16290.0,4,7100.0
vw,2012,6,1200,99.0,6773.0,1,6300.0
ford,2008,10,1400,92.0,58243.0,0,550.0
bmw,2011,7,4500,329.0,47107.0,1,14800.0
bmw,2015,3,3500,291.0,4147.0,0,23300.0
ford,2009,9,1800,120.0,17262.0,2,1400.0
vw,2014,4,1700,125.0,17849.0,0,8950.0
ford,2016,2,1800,136.0,8220.0,0,9650.0
bmw,2016,2,2300,213.0,3860.0,0,22550.0
vw,2013,5,3600,249.0,13027.0,1,11850.0
vw,2008,10,1200,97.0,50088.0,3,1000.0
bmw,2008,10,4500,336.0,6034.0,3,7650.0
bmw,2009,9,4500,325.0,52614.0,2,9600.0
kia,2011,7,1000,70.0,15141.0,3,2000.0
vw,2013,5,1500,117.0,12305.0,1,8600.0
vw,2017,1,1700,139.0,833.0,0,14500.0
ford,2010,8,1400,99.0,27821.0,0,2400.0
ford,2013,5,3000,202.0,35944.0,1,6300.0
bmw,2013,5,2300,209.0,59950.0,0,11650.0
ford,2013,5,2200,158.0,10311.0,0,6000.0
ferrari,2010,8,5000,475.0,29364.0,1,62350.0
kia,2008,10,1200,75.0,94164.0,3,100.0
ford,2014,4,1100,82.0,51755.0,1,2800.0
vw,2012,6,2300,158.0,3091.0,2,7650.0
bmw,2012,6,2500,201.0,23661.0,2,10350.0
vw,2017,1,1500,125.0,4468.0,1,9550.0
vw,2013,5,3600,253.0,28208.0,2,10600.0
vw,2010,8,1900,142.0,50429.0,2,4050.0
bmw,2015,3,3500,272.0,3124.0,3,19650.0
ford,2015,3,2500,175.0,2473.0,1,8100.0
vw,2009,9,1900,129.0,9514.0,1,6350.0
vw,2013,5,1900,142.0,3167.0,0,9950.0
ford,2013,5,2200,156.0,16959.0,1,4750.0
ford,2008,10,3000,184.0,180881.0,1,100.0
vw,2010,8,1700,119.0,28680.0,0,8050.0
ford,2015,3,2200,156.0,11704.0,0,8300.0
ferrari,2016,2,6200,554.0,5442.0,1,112400.0
ford,2016,2,2200,161.0,18095.0,0,11850.0
vw,2016,2,1500,121.0,5869.0,1,10500.0
kia,2009,9,1100,72.0,109037.0,1,750.0
bmw,2011,7,2500,228.0,58720.0,1,13750.0
kia,2011,7,1000,71.0,79535.0,2,1050.0
ford,2012,6,3000,202.0,43511.0,1,4700.0
vw,2011,7,1700,120.0,20538.0,4,3250.0
ford,2010,8,3000,195.0,88364.0,3,100.0
kia,2011,7,1000,67.0,34740.0,1,2250.0
ford,2017,1,2500,183.0,3237.0,0,10550.0
ford,2016,2,2500,183.0,11549.0,0,12150.0
ford,2010,8,2000,139.0,26088.0,2,1650.0
ford,2015,3,1400,110.0,21637.0,0,5350.0
vw,2010,8,2300,168.0,5468.0,4,4100.0
ford,2011,7,2500,165.0,12761.0,2,3100.0
ford,2011,7,2000,137.0,58830.0,2,1300.0
ford,2011,7,1800,123.0,15097.0,1,3250.0
vw,2010,8,3600,233.0,61200.0,3,5400.0
bmw,2008,10,3500,246.0,6032.0,3,5600.0
kia,2008,10,1100,69.0,1783.0,4,1050.0
bmw,2016,2,2500,218.0,7401.0,0,23800.0
ford,2012,6,1800,124.0,33025.0,2,2750.0
bmw,2016,2,4500,356.0,11512.0,0,27100.0
kia,2016,2,800,58.0,5751.0,0,5450.0
ford,2012,6,2000,137.0,13179.0,0,4950.0
vw,2009,9,3600,229.0,56437.0,0,9350.0
ford,2016,2,1800,134.0,3892.0,0,9150.0
kia,2008,10,1100,70.0,87836.0,5,100.0
vw,2010,8,1500,105.0,51795.0,3,2250.0
bmw,2016,2,2300,213.0,12699.0,1,21550.0
ford,2013,5,2000,140.0,90886.0,2,1500.0
vw,2015,3,1900,139.0,3576.0,0,9800.0
bmw,2016,2,2500,207.0,12407.0,1,18500.0
ford,2011,7,1100,86.0,17365.0,0,3450.0
ford,2008,10,1400,93.0,11041.0,0,2550.0
ford,2017,1,1600,124.0,4764.0,0,7950.0
ford,2017,1,3000,214.0,461.0,0,12800.0
bmw,2011,7,2300,218.0,39535.0,2,9400.0
ford,2011,7,1400,99.0,5837.0,2,2200.0
bmw,2016,2,4000,341.0,22667.0,1,25350.0
vw,2017,1,1900,150.0,1918.0,0,11800.0
ford,2008,10,3000,189.0,64822.0,4,100.0
ford,2008,10,3000,186.0,15663.0,3,1100.0
bmw,2010,8,2300,215.0,17711.0,5,4950.0
vw,2015,3,2300,167.0,23094.0,2,10850.0
vw,2009,9,1500,107.0,68925.0,1,3700.0
ford,2017,1,2200,161.0,2568.0,0,11200.0
bmw,2013,5,2500,237.0,11976.0,0,13000.0
ford,2013,5,1400,100.0,15992.0,3,2300.0
ford,2013,5,3000,206.0,20863.0,2,6250.0
vw,2016,2,1700,133.0,8659.0,0,12000.0
vw,2014,4,2300,170.0,26914.0,0,11200.0
vw,2010,8,1200,99.0,147637.0,2,100.0
ford,2017,1,2200,162.0,298.0,0,10850.0
kia,2008,10,1100,72.0,97844.0,4,100.0
kia,2009,9,1100,71.0,7593.0,0,3650.0
vw,2012,6,3600,246.0,43753.0,2,9800.0
ford,2013,5,2000,138.0,2093.0,1,5400.0
vw,2017,1,1200,108.0,2624.0,0,11600.0
vw,2013,5,3600,252.0,53324.0,2,11750.0
vw,2008,10,2300,162.0,55203.0,3,2750.0
vw,2011,7,1500,109.0,15637.0,2,4600.0
ford,2016,2,2200,160.0,22396.0,1,8600.0
bmw,2011,7,4000,317.0,49240.0,0,15000.0
bmw,2010,8,3500,257.0,43258.0,1,10350.0
ford,2013,5,1600,116.0,31786.0,0,4150.0
vw,2014,4,1700,124.0,41182.0,1,7600.0
ford,2008,10,2500,157.0,34513.0,1,1600.0
vw,2013,5,1500,114.0,31789.0,1,7150.0
ford,2013,5,2500,170.0,53294.0,2,3500.0
vw,2008,10,1900,132.0,26979.0,2,4050.0
ford,2010,8,2500,166.0,39916.0,2,1900.0
ford,2017,1,2200,158.0,11541.0,0,11250.0
vw,2010,8,1900,135.0,87516.0,3,2150.0
ford,2012,6,1100,85.0,3504.0,2,2650.0
kia,2008,10,1100,71.0,372.0,1,2250.0
vw,2011,7,1900,144.0,11822.0,0,8700.0
bmw,2008,10,3500,257.0,44092.0,1,8050.0
ford,2014,4,2000,138.0,15691.0,2,5850.0
vw,2016,2,3600,260.0,2233.0,0,17450.0
ford,2013,5,1800,124.0,8010.0,0,5650.0
ford,2017,1,1400,110.0,3895.0,0,10450.0
vw,2008,10,1700,123.0,27089.0,2,3600.0
ford,2014,4,2200,151.0,12153.0,1,7000.0
vw,2016,2,2300,176.0,30780.0,1,12250.0
ford,2012,6,2200,153.0,19363.0,1,4700.0
ford,2009,9,2500,162.0,50177.0,1,1300.0
vw,2016,2,1900,153.0,1638.0,0,10650.0
ford,2014,4,1100,84.0,4527.0,0,5250.0
bmw,2013,5,2500,226.0,14996.0,1,11550.0
bmw,2017,1,2300,207.0,14390.0,0,25850.0
ford,2009,9,2200,142.0,24021.0,1,2000.0
ford,2011,7,2200,150.0,60315.0,0,2850.0
ford,2016,2,1800,131.0,5547.0,0,8100.0
vw,2017,1,1700,137.0,8447.0,0,12600.0
bmw,2011,7,4500,352.0,4766.0,2,15500.0
ford,2017,1,1600,123.0,3174.0,0,9600.0
bmw,2012,6,3500,286.0,25202.0,0,17150.0
ford,2010,8,1400,102.0,18514.0,2,1400.0
ford,2012,6,3000,201.0,34556.0,1,5250.0
ford,2009,9,2000,131.0,90857.0,1,100.0
kia,2008,10,1100,71.0,69278.0,6,100.0
ford,2013,5,1400,102.0,40427.0,2,2450.0
vw,2014,4,3600,252.0,8983.0,1,14150.0
ford,2013,5,1800,127.0,38198.0,0,4250.0
vw,2010,8,1200,89.0,151379.0,4,100.0
vw,2012,6,1200,96.0,4729.0,1,6500.0
ford,2017,1,2000,151.0,8066.0,0,11350.0
ford,2010,8,1600,109.0,7028.0,0,4050.0
ford,2011,7,2500,168.0,116126.0,3,100.0
bmw,2016,2,4500,342.0,3763.0,0,25650.0
ford,2010,8,3000,194.0,21234.0,2,2450.0
bmw,2012,6,3000,255.0,2628.0,1,14000.0
vw,2008,10,1200,92.0,68655.0,4,100.0
ford,2011,7,2500,168.0,58237.0,2,1500.0
vw,2017,1,1700,130.0,730.0,0,14900.0
bmw,2017,1,3000,252.0,2565.0,0,23800.0
kia,2008,10,1400,87.0,41091.0,2,1850.0
ford,2011,7,1400,104.0,116321.0,0,100.0
ford,2015,3,1400,102.0,10922.0,1,5450.0
ford,2010,8,2000,131.0,77642.0,3,100.0
vw,2016,2,3600,263.0,84.0,0,18700.0
ford,2010,8,1100,81.0,129542.0,3,100.0
bmw,2014,4,4500,363.0,4598.0,0,26000.0
ford,2011,7,2500,172.0,2394.0,1,5550.0
ford,2012,6,1400,104.0,40494.0,0,3450.0
vw,2014,4,1200,98.0,4125.0,0,8450.0
ferrari,2012,6,4500,450.0,43004.0,1,52050.0
bmw,2017,1,3000,268.0,5018.0,0,31050.0
vw,2009,9,2300,164.0,48694.0,4,2800.0
ford,2009,9,1400,97.0,53355.0,2,100.0
vw,2014,4,1200,103.0,1656.0,0,7500.0
vw,2016,2,1500,126.0,8776.0,1,8950.0
vw,2011,7,1700,133.0,29612.0,1,6300.0
vw,2015,3,2300,170.0,15355.0,0,11350.0
vw,2016,2,3600,254.0,15533.0,0,17350.0
ford,2017,1,1600,125.0,737.0,0,11150.0
ford,2016,2,2000,144.0,36410.0,0,8700.0
ford,2016,2,2200,159.0,8915.0,0,10350.0
vw,2015,3,1700,132.0,38099.0,1,8300.0
vw,2013,5,2300,165.0,25250.0,2,8800.0
ford,2011,7,2500,168.0,65741.0,0,3350.0
ferrari,2014,4,6200,503.0,18151.0,1,98200.0
ferrari,2008,10,5000,478.0,14226.0,0,119850.0
vw,2012,6,2300,163.0,45758.0,1,7100.0
vw,2015,3,1200,105.0,80839.0,0,7150.0
ford,2016,2,2000,151.0,2609.0,2,7800.0
vw,2017,1,1900,143.0,14599.0,0,10600.0
ford,2015,3,3000,207.0,787.0,0,10400.0
bmw,2008,10,3500,265.0,60964.0,4,5150.0
vw,2012,6,1900,137.0,59411.0,0,6800.0
ferrari,2009,9,5700,526.0,493714.0,2,8450.0
ford,2011,7,1600,115.0,45771.0,0,2450.0
vw,2013,5,3600,254.0,85492.0,0,13150.0
ford,2010,8,2000,136.0,2318.0,1,3350.0
bmw,2017,1,2500,240.0,9799.0,0,28550.0
ford,2013,5,3000,202.0,160198.0,1,1500.0
ford,2015,3,1400,108.0,1044.0,2,5900.0
ford,2016,2,1800,134.0,24957.0,0,7850.0
vw,2011,7,1200,92.0,69100.0,2,2700.0
ford,2017,1,1400,109.0,3878.0,0,9350.0
ford,2011,7,1800,129.0,7326.0,2,2250.0
bmw,2017,1,4500,344.0,14162.0,1,24450.0
kia,2008,10,800,56.0,94050.0,2,100.0
ford,2008,10,2200,140.0,10210.0,2,1250.0
bmw,2010,8,1800,152.0,61885.0,0,10250.0
ford,2010,8,1800,120.0,20277.0,2,1400.0
bmw,2012,6,4500,354.0,64753.0,0,12850.0
bmw,2015,3,4000,305.0,8114.0,0,19950.0
vw,2009,9,1700,126.0,34410.0,3,2750.0
ford,2011,7,3000,201.0,70451.0,2,2050.0
ford,2015,3,2000,143.0,840.0,0,7500.0
bmw,2008,10,4000,289.0,50080.0,3,7050.0
bmw,2011,7,1800,175.0,23902.0,3,8250.0
bmw,2008,10,2300,196.0,42154.0,3,4550.0
vw,2010,8,1700,120.0,144263.0,1,2350.0
ford,2015,3,2200,160.0,5375.0,0,7550.0
ford,2008,10,3000,186.0,16447.0,2,1650.0
vw,2015,3,1900,143.0,518.0,0,11700.0
ford,2011,7,2200,153.0,13563.0,1,4500.0
vw,2014,4,1900,137.0,24357.0,1,10100.0
ford,2016,2,3000,211.0,15073.0,0,9150.0
kia,2009,9,800,53.0,69818.0,1,650.0
vw,2017,1,1500,130.0,886.0,1,11700.0
ford,2009,9,3000,194.0,55530.0,0,2600.0
vw,2011,7,1700,119.0,53400.0,3,3500.0
ferrari,2013,5,5000,484.0,7824.0,0,97150.0
vw,2012,6,1200,103.0,13592.0,3,3900.0
bmw,2013,5,4500,337.0,60364.0,0,18050.0
bmw,2009,9,3500,269.0,19724.0,2,7900.0
kia,2013,5,1000,69.0,20219.0,0,3800.0
vw,2011,7,1500,114.0,31717.0,1,4550.0
ford,2014,4,1800,130.0,720.0,1,5600.0
vw,2008,10,1900,130.0,30910.0,3,2850.0
vw,2009,9,1500,104.0,97553.0,0,3450.0
kia,2008,10,1000,65.0,363110.0,2,100.0
vw,2008,10,3600,234.0,82528.0,1,5550.0
bmw,2014,4,3000,242.0,24836.0,1,17500.0
bmw,2016,2,1800,189.0,20167.0,0,14500.0
ford,2017,1,2000,144.0,4837.0,0,10650.0
vw,2009,9,1200,91.0,87505.0,1,2150.0
ford,2009,9,1800,125.0,74747.0,3,100.0
vw,2009,9,1700,129.0,14565.0,3,3300.0
bmw,2015,3,3000,259.0,14846.0,2,21300.0
ford,2009,9,1400,94.0,29595.0,0,2200.0
ford,2013,5,1400,104.0,21602.0,5,650.0
bmw,2013,5,4000,320.0,71646.0,2,11950.0
ford,2012,6,2200,150.0,12934.0,2,4000.0
ford,2011,7,3000,199.0,177217.0,3,100.0
vw,2011,7,2300,167.0,58410.0,1,7250.0
bmw,2014,4,3500,297.0,45977.0,2,14600.0
vw,2012,6,1200,97.0,37487.0,1,5200.0
ford,2017,1,3000,221.0,1677.0,0,14000.0
bmw,2016,2,2300,201.0,3753.0,1,17300.0
kia,2012,6,1000,68.0,14976.0,1,3450.0
bmw,2014,4,1800,166.0,9115.0,0,18800.0
ford,2015,3,1800,128.0,16707.0,1,6900.0
ford,2014,4,2200,160.0,14158.0,1,7000.0
ford,2016,2,1800,136.0,12591.0,0,9250.0
ford,2011,7,3000,201.0,16560.0,3,2950.0
ford,2017,1,1100,93.0,12916.0,0,8150.0
kia,2017,1,1100,81.0,4203.0,0,7300.0
ford,2016,2,2000,149.0,3948.0,0,11050.0
ferrari,2011,7,3600,338.0,80599.0,0,13150.0
bmw,2014,4,2500,226.0,16516.0,1,16950.0
bmw,2009,9,4500,339.0,25565.0,2,11100.0
ford,2013,5,1400,106.0,28357.0,3,2050.0
vw,2009,9,1500,109.0,56989.0,5,100.0
ford,2017,1,1100,91.0,5532.0,0,9300.0
bmw,2016,2,3000,250.0,5317.0,0,23150.0
bmw,2014,4,4000,333.0,1521.0,1,19150.0
kia,2016,2,1100,78.0,27131.0,0,6850.0
vw,2011,7,3600,243.0,46687.0,1,11950.0
bmw,2011,7,3000,255.0,122618.0,0,600.0
ford,2013,5,3000,205.0,119364.0,1,2550.0
vw,2012,6,1900,143.0,37559.0,0,8750.0
vw,2013,5,1200,101.0,13277.0,1,6050.0
vw,2011,7,1200,97.0,34064.0,2,3900.0
bmw,2010,8,3500,266.0,18012.0,0,12600.0
bmw,2010,8,3000,237.0,122218.0,2,100.0
vw,2009,9,1500,105.0,47563.0,2,2900.0
vw,2015,3,1200,107.0,8021.0,1,7700.0
bmw,2012,6,2300,188.0,57397.0,1,10500.0
ford,2015,3,3000,208.0,3478.0,1,11500.0
ford,2015,3,3000,207.0,7682.0,1,10200.0
kia,2017,1,1200,85.0,627.0,0,8600.0
vw,2011,7,1200,101.0,50186.0,2,3100.0
vw,2013,5,1900,145.0,38212.0,1,8350.0
ford,2009,9,2500,158.0,42129.0,4,100.0
vw,2016,2,1700,141.0,576.0,0,9850.0
vw,2013,5,1200,93.0,5672.0,0,7650.0
ford,2011,7,1100,84.0,51485.0,1,1150.0
ford,2009,9,2200,143.0,13394.0,1,2000.0
ford,2013,5,1600,116.0,40210.0,1,3400.0
ford,2016,2,1400,104.0,15439.0,0,7550.0
vw,2010,8,1900,142.0,29897.0,4,3450.0
vw,2011,7,1700,134.0,34147.0,3,3750.0
bmw,2014,4,2300,221.0,18473.0,2,17450.0
vw,2011,7,1500,114.0,46016.0,3,3700.0
ford,2009,9,3000,196.0,6342.0,2,2750.0
vw,2014,4,1900,151.0,26237.0,1,9400.0
vw,2015,3,3600,249.0,30438.0,0,15000.0
kia,2014,4,1400,99.0,34630.0,1,5500.0
bmw,2012,6,3500,276.0,25663.0,0,15200.0
bmw,2011,7,2300,185.0,160917.0,2,100.0
ford,2012,6,2000,142.0,15129.0,0,5450.0
vw,2010,8,1900,133.0,91603.0,3,2450.0
ford,2008,10,2000,127.0,48200.0,0,1300.0
bmw,2009,9,2300,208.0,15763.0,1,7400.0
vw,2010,8,2300,154.0,34641.0,0,7700.0
ford,2014,4,2000,145.0,7896.0,1,5250.0
vw,2011,7,2300,169.0,14602.0,1,7200.0
ford,2009,9,1600,114.0,32401.0,3,100.0
vw,2017,1,3600,259.0,10534.0,0,17300.0
kia,2010,8,1000,68.0,12611.0,6,150.0
ford,2011,7,1100,78.0,89194.0,3,100.0
vw,2009,9,1500,115.0,41642.0,1,4550.0
kia,2014,4,1200,82.0,11662.0,1,5450.0
kia,2015,3,1000,74.0,23406.0,1,4850.0
ford,2016,2,2000,147.0,344.0,0,10750.0
vw,2010,8,3600,246.0,2384.0,4,5750.0
vw,2011,7,1200,94.0,21540.0,1,4900.0
vw,2011,7,3600,236.0,34779.0,2,8800.0
bmw,2013,5,2500,228.0,12362.0,1,16550.0
ford,2012,6,2000,140.0,16498.0,1,3900.0
vw,2010,8,2300,168.0,32106.0,2,6100.0
bmw,2008,10,4500,330.0,21933.0,2,9100.0
vw,2009,9,1700,126.0,28359.0,3,3550.0
vw,2015,3,3600,256.0,44669.0,1,12650.0
vw,2011,7,1500,118.0,6339.0,0,7850.0
bmw,2012,6,4000,309.0,26801.0,0,19150.0
bmw,2015,3,2500,214.0,2343.0,1,19600.0
kia,2010,8,1000,67.0,84390.0,1,1250.0
bmw,2014,4,4500,338.0,4618.0,2,23250.0
ford,2017,1,2200,159.0,4359.0,0,11150.0
kia,2008,10,1400,88.0,103741.0,5,100.0
bmw,2011,7,4000,294.0,74415.0,1,9850.0
vw,2017,1,2300,178.0,14857.0,0,13000.0
ford,2008,10,1100,83.0,112271.0,1,100.0
vw,2016,2,3600,259.0,986.0,0,12350.0
ford,2014,4,3000,209.0,14611.0,2,6750.0
ford,2015,3,1100,88.0,9402.0,1,5550.0
ford,2016,2,1400,103.0,16703.0,0,7500.0
ford,2016,2,1600,122.0,4743.0,2,7050.0
bmw,2011,7,1800,167.0,14537.0,1,10750.0
ford,2016,2,2200,156.0,35957.0,0,7150.0
ford,2014,4,1600,116.0,9733.0,1,4600.0
vw,2011,7,1900,143.0,2815.0,2,7100.0
kia,2011,7,1200,81.0,97419.0,1,2300.0
kia,2008,10,1400,89.0,56869.0,0,2500.0
ford,2011,7,2200,148.0,48979.0,1,2250.0
ford,2010,8,1100,84.0,114184.0,0,100.0
bmw,2012,6,4000,308.0,874.0,1,20500.0
ford,2012,6,2500,170.0,81675.0,2,2000.0
kia,2012,6,1400,97.0,56696.0,1,4200.0
vw,2011,7,1700,128.0,26354.0,1,6150.0
vw,2010,8,3600,237.0,98188.0,1,6050.0
vw,2015,3,1200,96.0,14220.0,0,7450.0
ford,2009,9,1600,111.0,11755.0,2,1300.0
vw,2011,7,1200,101.0,38116.0,2,4100.0
bmw,2017,1,4000,339.0,12633.0,0,29800.0
bmw,2012,6,3000,262.0,10980.0,1,17250.0
vw,2016,2,2300,168.0,1665.0,1,11500.0
vw,2011,7,3600,242.0,16104.0,0,10950.0
vw,2010,8,2300,166.0,29313.0,2,5850.0
vw,2017,1,1900,152.0,2972.0,0,13500.0
ford,2017,1,2000,147.0,6297.0,1,9750.0
vw,2015,3,1900,146.0,13044.0,2,10300.0
vw,2012,6,1500,119.0,53454.0,2,4950.0
vw,2010,8,1500,107.0,232271.0,1,100.0
vw,2009,9,1900,141.0,72825.0,0,5700.0
ford,2011,7,2200,151.0,1693.0,2,3250.0
ford,2008,10,1100,82.0,55285.0,0,650.0
ford,2011,7,2500,169.0,185.0,1,5150.0
vw,2016,2,1900,153.0,1114.0,0,13300.0
vw,2012,6,1700,131.0,34590.0,0,8000.0
bmw,2015,3,1800,166.0,4330.0,1,16950.0
ford,2011,7,2000,134.0,9053.0,4,1450.0
vw,2016,2,1500,116.0,1576.0,0,9600.0
vw,2008,10,1700,123.0,1636.0,0,6650.0
vw,2012,6,3600,246.0,30429.0,2,8050.0
vw,2008,10,1700,116.0,77110.0,1,3250.0
ford,2015,3,3000,206.0,2679.0,0,10300.0
bmw,2011,7,4000,317.0,104376.0,0,5950.0
bmw,2017,1,3000,267.0,8223.0,0,31700.0
ford,2008,10,2200,146.0,48295.0,3,100.0
vw,2015,3,1700,131.0,24586.0,0,9900.0
bmw,2011,7,2300,208.0,2410.0,1,10250.0
bmw,2014,4,4000,332.0,6637.0,0,24850.0
ford,2009,9,2200,142.0,5042.0,1,2300.0
vw,2014,4,1200,100.0,110159.0,0,5500.0
bmw,2014,4,2300,189.0,24087.0,1,18050.0
vw,2008,10,1500,109.0,125498.0,5,100.0
kia,2009,9,800,56.0,52224.0,2,400.0
ford,2014,4,1400,110.0,71832.0,0,4300.0
kia,2014,4,1000,72.0,4829.0,0,5500.0
bmw,2013,5,2500,211.0,39265.0,2,11700.0
bmw,2017,1,3500,291.0,8238.0,3,24100.0
kia,2016,2,800,61.0,12519.0,1,5200.0
vw,2008,10,2300,149.0,21403.0,3,3550.0
vw,2012,6,1500,110.0,130584.0,1,2700.0
vw,2015,3,1200,102.0,5558.0,1,7550.0
bmw,2016,2,4500,358.0,8259.0,0,31600.0
vw,2012,6,1900,136.0,8677.0,2,7950.0
ford,2010,8,2200,147.0,90436.0,2,100.0
ford,2014,4,1400,105.0,20400.0,1,5200.0
vw,2008,10,2300,161.0,116281.0,2,1850.0
kia,2016,2,1000,75.0,958.0,0,7750.0
vw,2013,5,1500,124.0,647.0,1,8900.0
vw,2011,7,1500,114.0,62626.0,2,3550.0
bmw,2013,5,3000,269.0,1868.0,0,17650.0
vw,2014,4,2300,166.0,12094.0,2,10700.0
ford,2017,1,1800,136.0,1875.0,1,8400.0
ford,2008,10,1800,116.0,318887.0,3,100.0
vw,2012,6,3600,250.0,1774.0,0,13850.0
vw,2010,8,1700,130.0,17690.0,1,5350.0
bmw,2011,7,3500,293.0,73663.0,2,9600.0
bmw,2010,8,1800,179.0,49257.0,1,9650.0
ford,2009,9,2500,161.0,173333.0,3,100.0
ford,2015,3,3000,212.0,12812.0,1,8650.0
kia,2008,10,1100,72.0,90913.0,3,100.0
vw,2016,2,3600,253.0,12783.0,0,17100.0
bmw,2014,4,4000,325.0,43485.0,0,19250.0
ford,2008,10,2200,140.0,76533.0,0,750.0
vw,2010,8,1900,139.0,10436.0,4,4050.0
vw,2017,1,1200,103.0,25499.0,0,9250.0
kia,2014,4,1400,98.0,7213.0,1,6950.0
ford,2009,9,3000,195.0,31151.0,4,400.0
ford,2014,4,2000,145.0,9918.0,1,5500.0
bmw,2013,5,2500,199.0,25162.0,2,11800.0
vw,2015,3,1500,126.0,10505.0,1,9650.0
kia,2017,1,1000,76.0,9826.0,0,6500.0
ford,2008,10,1800,116.0,518.0,2,1450.0
vw,2013,5,1500,111.0,6798.0,0,10100.0
vw,2011,7,1500,113.0,67727.0,2,4100.0
ford,2008,10,1100,77.0,93453.0,4,100.0
bmw,2010,8,2300,198.0,18409.0,3,7050.0
ford,2016,2,1800,132.0,7828.0,0,8650.0
vw,2017,1,2300,177.0,625.0,0,16150.0
ford,2009,9,2000,138.0,35008.0,3,150.0
vw,2011,7,1900,139.0,22866.0,1,6600.0
ford,2016,2,1800,137.0,1902.0,0,8750.0
bmw,2009,9,3000,254.0,17802.0,2,8250.0
vw,2012,6,1200,95.0,49125.0,0,6100.0
vw,2010,8,2300,166.0,48741.0,1,5150.0
vw,2011,7,1700,132.0,6650.0,2,6300.0
kia,2013,5,1100,76.0,16418.0,3,3400.0
kia,2014,4,1200,86.0,14028.0,0,5650.0
ford,2014,4,2500,170.0,8590.0,1,7700.0
bmw,2012,6,1800,162.0,62435.0,0,8750.0
ford,2011,7,2500,172.0,16353.0,0,5900.0
kia,2016,2,800,62.0,9510.0,1,4850.0
ford,2015,3,2500,181.0,24326.0,1,8200.0
vw,2014,4,2300,173.0,57647.0,2,8450.0
ford,2011,7,2000,140.0,81159.0,1,1300.0
vw,2013,5,2300,174.0,3240.0,0,13300.0
vw,2008,10,1200,89.0,32101.0,2,2800.0
ford,2009,9,3000,188.0,128030.0,1,100.0
ford,2011,7,2000,136.0,581.0,3,2450.0
vw,2014,4,3600,253.0,13924.0,1,14350.0
bmw,2012,6,2500,201.0,55028.0,1,10200.0
kia,2012,6,1000,69.0,71969.0,0,3300.0
bmw,2016,2,4500,360.0,10027.0,0,27000.0
bmw,2008,10,3000,215.0,211914.0,0,100.0
ford,2012,6,1600,116.0,54218.0,0,2900.0
ford,2010,8,2500,167.0,154045.0,3,100.0
ford,2010,8,1400,100.0,2733.0,0,3750.0
bmw,2015,3,3000,236.0,34162.0,0,16400.0
ford,2011,7,1400,99.0,28905.0,2,1550.0
ford,2017,1,2000,149.0,162.0,0,12550.0
bmw,2009,9,3000,238.0,37408.0,1,10200.0
vw,2013,5,1200,99.0,147984.0,2,1350.0
ford,2009,9,3000,195.0,201185.0,2,100.0
kia,2017,1,1200,86.0,278.0,1,9150.0
kia,2009,9,1100,74.0,61513.0,1,1850.0
ford,2017,1,2000,152.0,3070.0,0,10400.0
ford,2014,4,1600,116.0,19379.0,1,5500.0
